Id_Externo__c,Lote_M2__c,Valor_Total__c,Cuota_Entrada__c,Ubicacion__c,Asesor_Comercial__c,Cuenta__r.Id_Externo__c,Grupo_de_Venta__c,Nombre_del_Proyecto__c,Pagos_Vencidos__c,Modelo_Casa__c,Plantas__c,Estado_Contrato__c,Categoria_Producto__c
3692,40,177880,19566.8,Quito,Maria Jose,a7913921-3b24-450c-82a7-e552e8df83a1,Equipo 3,Playa Arenas,3,Spiaggia,1,PAGO,VILLA
3693,193,173967,24355.38,Cuenca,Maria Jose,70a8c4a9-16ec-451e-a745-8613480ca334,Equipo 2,Ciudad Celeste,0,Notte,3,RESCILIADO,DEPARTAMENTO
3694,36,124863,17480.82,Santo Domingo,Maria Fernanda,dfda259e-0d0a-4499-bb0d-056af9b3f0d0,Equipo 3,Ciudad Celeste,3,Isola,2,PAGO,VILLA
3695,115,210090,21009,Quito,Maria Fernanda,013c31a1-0d11-4fde-aeac-50d540dd4fdc,Equipo 2,Ciudad Celeste,5,Acqua,2,PAGO,VILLA
3696,89,212068,21206.8,Machala,Miguel Angel,828a8838-45c4-4381-9143-935dc7325b1a,Equipo 2,Playa Arenas,2,Notte,2,PAGO,DEPARTAMENTO
3697,158,214895,23638.45,Guayaquil,Miguel Angel,cdb189b2-462f-4b1f-a41b-4352322e6595,Equipo 2,Playa Arenas,0,Acqua,2,PAGO,DEPARTAMENTO
3698,180,28618,4006.52,Quito,Maria Fernanda,dfc0387c-99b3-42bf-aeac-ab200e1c066b,Equipo 2,Ciudad Celeste,2,Acqua,2,PAGO,VILLA
3699,71,83759,7538.31,Cuenca,Maria Fernanda,e56189f1-429d-41ff-9d20-c667a6ba4b70,Equipo 3,Parque Azul,4,Notte,1,PAGO,VILLA
3700,90,115053,8053.71,Machala,Maria Carmen,c51356cb-2e40-4146-bcb2-47955216a545,Equipo 3,Playa Arenas,1,Isola,3,PAGO,VILLA
3701,68,204697,18422.73,Santo Domingo,Maria Carmen,6944bebe-637f-472e-83f2-c3195a7a2e46,Equipo 2,Parque Azul,3,Marinella,1,RESCILIADO,DEPARTAMENTO
3702,120,218139,15269.73,Quito,Juan Carlos,4d2e1ccd-6d1a-492b-92f7-3b694f00c592,Equipo 2,Playa Arenas,3,Isola,3,RESCILIADO,VILLA
3703,142,17572,1932.92,Cuenca,Maria Jose,ac4fe30e-8620-4ebf-be27-09b1029c88c4,Equipo 2,Parque Azul,3,Ventto,1,PAGO,DEPARTAMENTO
3704,161,133591,12023.19,Machala,Maria Fernanda,69cfd74b-d9ac-4588-810d-76353da688d9,Equipo 1,Ciudad Celeste,0,Isola,3,PAGO,DEPARTAMENTO
3705,190,238417,28610.04,Machala,Carlos,ae81abde-1613-4156-aaf4-866ef59ad976,Equipo 1,Playa Arenas,5,Ventto,3,RESCILIADO,VILLA
3706,46,211555,25386.6,Guayaquil,Miguel Angel,0c76a36d-4cfe-43f0-925c-4352f338fbd5,Equipo 2,Parque Azul,2,Notte,3,RESCILIADO,VILLA
3707,166,158275,12662,Cuenca,Maria Jose,ab519f97-e069-4a1a-8ede-cd2bbb2fea08,Equipo 3,Parque Azul,3,Isola,3,PAGO,VILLA
3708,90,142002,12780.18,Cuenca,Juan Carlos,8de97732-836c-42d1-a730-51e0f2d0dbb1,Equipo 1,Playa Arenas,3,Ventto,1,PAGO,VILLA
3709,60,69525,4866.75,Quito,Juan Carlos,2fb1f981-4a18-4800-a84e-272fe99217ff,Equipo 3,Parque Azul,0,Spiaggia,1,PAGO,DEPARTAMENTO
3710,187,74405,5208.35,Guayaquil,Juan Carlos,ad0ec55f-1dda-4ef5-bd6a-f5526285c4cc,Equipo 3,Playa Arenas,5,Isola,1,PAGO,DEPARTAMENTO
3711,120,193873,9693.65,Guayaquil,Miguel Angel,a795235c-7fb4-4fe4-82db-2ca0260dced1,Equipo 2,Ciudad Celeste,4,Marinella,2,RESCILIADO,VILLA
3712,187,26206,2096.48,Naranjito,Carlos,f0adf50f-93b5-4262-b425-d2edf82ce370,Equipo 3,Playa Arenas,4,Notte,1,RESCILIADO,DEPARTAMENTO
3713,88,229921,11496.05,Quito,Juan Carlos,e2e622e2-039f-4fe0-ba3e-3f93e0a6b188,Equipo 2,Parque Azul,2,Marinella,3,RESCILIADO,DEPARTAMENTO
3714,34,57201,5148.09,Quito,Maria Jose,d5805dee-4e68-4463-b51b-a6fd88bce559,Equipo 1,Ciudad Celeste,5,Isola,1,PAGO,DEPARTAMENTO
3715,112,81305,7317.45,Santo Domingo,Maria Fernanda,cab6fd84-bdd8-4213-b699-3cbbd7245bad,Equipo 2,Ciudad Celeste,5,Ventto,1,PAGO,DEPARTAMENTO
3716,83,218957,17516.56,Cuenca,Juan Carlos,2179b08e-e42f-4d8e-b8fd-d97a412b689a,Equipo 2,Ciudad Celeste,5,Acqua,3,RESCILIADO,DEPARTAMENTO
3717,102,129379,15525.48,Guayaquil,Maria Jose,ef6a4fdd-4569-4bb5-ac43-1a1943afee5b,Equipo 3,Parque Azul,0,Isola,3,PAGO,DEPARTAMENTO
3718,93,9093,1091.16,Santo Domingo,Maria Carmen,8efe1cc1-4dbc-4f07-9d52-c794de274369,Equipo 1,Ciudad Celeste,5,Marinella,1,PAGO,VILLA
3719,136,156720,23508,Santo Domingo,Maria Jose,8eb8d556-42fa-45e5-8a88-20f83244381e,Equipo 3,Ciudad Celeste,0,Acqua,3,PAGO,DEPARTAMENTO
3720,67,207116,16569.28,Machala,Miguel Angel,9a5f4337-7f29-4516-b41e-058ab94683f3,Equipo 2,Parque Azul,2,Spiaggia,2,PAGO,VILLA
3721,81,61935,4954.8,Quito,Juan Carlos,11c0ebc0-9615-459c-9e2c-d7026d021fa8,Equipo 2,Playa Arenas,2,Notte,3,PAGO,DEPARTAMENTO
3722,65,187738,24405.94,Naranjito,Juan Carlos,ee71546b-11b4-416c-839e-54a1bea8f1e3,Equipo 3,Playa Arenas,1,Notte,3,PAGO,DEPARTAMENTO
3723,154,166139,13291.12,Quito,Juan Carlos,b0e99802-7b0f-4848-a178-02cde5aac63f,Equipo 1,Parque Azul,1,Marinella,3,RESCILIADO,VILLA
3724,31,149963,11997.04,Guayaquil,Carlos,6bf797df-1f75-4880-a1f7-e9b77f1cbeff,Equipo 2,Ciudad Celeste,0,Acqua,2,PAGO,VILLA
3725,106,233987,16379.09,Santo Domingo,Maria Carmen,1451d410-74ae-4d07-8941-07d6fa97c6c0,Equipo 3,Parque Azul,2,Acqua,2,PAGO,DEPARTAMENTO
3726,166,178419,14273.52,Cuenca,Maria Carmen,6770d7e5-f9ae-4260-8b5a-83c1081b13f2,Equipo 1,Parque Azul,1,Acqua,2,PAGO,VILLA
3727,46,100745,8059.6,Santo Domingo,Carlos,01818b12-3196-400b-9cc9-d240f1f05afa,Equipo 2,Ciudad Celeste,1,Acqua,1,PAGO,VILLA
3728,127,248395,24839.5,Machala,Maria Jose,5907d763-572b-468e-b382-d3c11ef7283e,Equipo 2,Ciudad Celeste,3,Spiaggia,1,RESCILIADO,DEPARTAMENTO
3729,68,56430,5643,Guayaquil,Miguel Angel,62e812ff-eecb-4c78-bf88-1929acea16cb,Equipo 3,Ciudad Celeste,0,Marinella,2,PAGO,VILLA
3730,133,13874,1109.92,Santo Domingo,Maria Jose,be924436-d883-4d50-b6cc-89ed99a89d44,Equipo 1,Playa Arenas,4,Notte,3,PAGO,VILLA
3731,135,149937,22490.55,Quito,Maria Jose,2a004750-9530-4c11-a159-60d57e7d5cc1,Equipo 3,Parque Azul,1,Spiaggia,2,PAGO,VILLA
3732,191,41844,4602.84,Cuenca,Carlos,d3ed85c6-fb92-48be-815d-35a408219844,Equipo 2,Playa Arenas,2,Spiaggia,1,RESCILIADO,VILLA
3733,122,11408,1483.04,Guayaquil,Maria Carmen,83034133-afd8-4923-ab96-43fe0dbb6488,Equipo 1,Playa Arenas,3,Ventto,3,PAGO,VILLA
3734,108,36099,3970.89,Guayaquil,Miguel Angel,39c4bd4c-3316-4a54-97be-0e47e5096cd3,Equipo 1,Ciudad Celeste,0,Marinella,2,PAGO,DEPARTAMENTO
3735,159,72535,7253.5,Quito,Maria Jose,b06e6145-371f-4db3-afa7-ee6fab4ace89,Equipo 3,Parque Azul,4,Marinella,1,PAGO,DEPARTAMENTO
3736,166,34206,3762.66,Machala,Miguel Angel,8784e868-13cd-42eb-8f65-f7685c255b2f,Equipo 1,Playa Arenas,2,Isola,2,PAGO,VILLA
3737,71,244928,29391.36,Machala,Maria Fernanda,04f7120c-2707-47b2-a940-1386723db71d,Equipo 1,Parque Azul,3,Ventto,1,PAGO,DEPARTAMENTO
3738,134,123693,17317.02,Naranjito,Maria Carmen,c273babf-839f-4da1-aff5-08ef93e6628d,Equipo 2,Parque Azul,3,Isola,1,PAGO,VILLA
3739,103,184910,12943.7,Machala,Juan Carlos,71f5b95e-e948-4d41-ba04-8908f6800312,Equipo 2,Ciudad Celeste,2,Spiaggia,1,PAGO,DEPARTAMENTO
3740,99,66460,7975.2,Machala,Maria Fernanda,ff85c7fd-1cc2-4b28-968d-26124e149acf,Equipo 2,Parque Azul,4,Isola,2,PAGO,VILLA
3741,112,229850,25283.5,Santo Domingo,Juan Carlos,a0037de3-538c-40bc-81c3-dd71033e4fb1,Equipo 3,Parque Azul,1,Spiaggia,2,PAGO,VILLA
3742,183,51176,5629.36,Naranjito,Carlos,7e3139ed-920b-4743-9336-4f8c3debefd4,Equipo 1,Ciudad Celeste,4,Isola,2,PAGO,VILLA
3743,154,79355,8729.05,Quito,Carlos,0b1e4d93-ffe6-4d1a-bed1-54a2ce3d2645,Equipo 3,Playa Arenas,2,Notte,1,PAGO,DEPARTAMENTO
3744,181,76705,4602.3,Guayaquil,Maria Jose,785a4df7-b7a1-4abf-b871-5188ed0913ad,Equipo 1,Ciudad Celeste,0,Notte,3,PAGO,VILLA
3745,148,102267,10226.7,Machala,Juan Carlos,fea20e1d-6926-4da8-bffb-1f18a4e39075,Equipo 1,Playa Arenas,1,Ventto,1,PAGO,VILLA
3746,147,99158,10907.38,Naranjito,Maria Jose,f0551dd0-d12a-4a60-8472-65ef0ac0e7a0,Equipo 1,Parque Azul,1,Isola,2,PAGO,VILLA
3747,184,74956,5246.92,Quito,Maria Carmen,a678c132-e6ff-4d8b-a93e-427c0d0daafc,Equipo 2,Playa Arenas,2,Notte,2,PAGO,VILLA
3748,179,53333,5333.3,Guayaquil,Maria Carmen,64713662-4661-499a-87da-124aa128b597,Equipo 1,Parque Azul,3,Notte,1,PAGO,DEPARTAMENTO
3749,51,230887,27706.44,Naranjito,Carlos,79d42184-f964-4eb0-b84f-3d5e9c887724,Equipo 1,Playa Arenas,4,Isola,3,RESCILIADO,DEPARTAMENTO
3750,115,41401,2484.06,Naranjito,Maria Fernanda,7f9e3908-7ff7-461c-9473-47cedb3b415b,Equipo 3,Ciudad Celeste,4,Acqua,1,PAGO,DEPARTAMENTO
3751,143,84547,10991.11,Guayaquil,Miguel Angel,c8e591ef-2b0c-427c-9c23-31ef18178979,Equipo 3,Parque Azul,0,Acqua,2,PAGO,DEPARTAMENTO
3752,195,42899,5147.88,Guayaquil,Juan Carlos,abb9de55-72f3-41f7-8c30-15f14c07be52,Equipo 2,Ciudad Celeste,1,Spiaggia,3,RESCILIADO,VILLA
3753,68,165829,13266.32,Cuenca,Miguel Angel,bdfa9130-4786-4d07-b814-befe711141f8,Equipo 3,Parque Azul,2,Marinella,3,RESCILIADO,DEPARTAMENTO
3754,200,117820,14138.4,Naranjito,Maria Fernanda,339a69f3-43a8-406f-aaf3-1aa97e492b8a,Equipo 1,Ciudad Celeste,2,Isola,2,PAGO,VILLA
3755,193,214591,10729.55,Quito,Carlos,bbf634f8-a8a4-4551-b605-ff2054958f82,Equipo 3,Ciudad Celeste,5,Marinella,1,RESCILIADO,DEPARTAMENTO
3756,191,35019,2801.52,Quito,Carlos,cd419c0f-1182-49c2-b2c3-903e7e1be898,Equipo 3,Playa Arenas,0,Spiaggia,2,PAGO,DEPARTAMENTO
3757,85,193614,23233.68,Guayaquil,Maria Jose,6a257541-9644-427e-b027-da601c21c4c0,Equipo 2,Parque Azul,5,Spiaggia,1,RESCILIADO,DEPARTAMENTO
3758,111,67629,6086.61,Machala,Miguel Angel,c1eb4e28-e9df-435a-9068-0f57b61fd7c4,Equipo 3,Ciudad Celeste,4,Spiaggia,1,PAGO,DEPARTAMENTO
3759,105,238464,26231.04,Machala,Maria Carmen,fbf98b58-9c6e-46a4-b736-9957db2bcd0a,Equipo 1,Ciudad Celeste,3,Acqua,2,PAGO,VILLA
3760,199,123368,14804.16,Santo Domingo,Maria Jose,1a30ef3f-a047-41c7-b75e-0d41735f6aa5,Equipo 2,Playa Arenas,3,Notte,2,PAGO,VILLA
3761,161,126738,8871.66,Machala,Juan Carlos,a2e35d5b-c459-49ea-bec1-cbe1448e5e8b,Equipo 3,Playa Arenas,5,Marinella,3,RESCILIADO,DEPARTAMENTO
3762,180,182334,10940.04,Guayaquil,Carlos,f905f992-4b90-4b9e-9dc8-fc8f7a19e028,Equipo 1,Parque Azul,0,Marinella,2,PAGO,DEPARTAMENTO
3763,103,58062,5806.2,Guayaquil,Juan Carlos,c0a8e4a9-e0f1-4f81-8fb4-56d1a450332a,Equipo 2,Playa Arenas,1,Notte,3,PAGO,DEPARTAMENTO
3764,155,103381,13439.53,Quito,Maria Carmen,9772da23-74ee-43b6-a25e-e1c32a4718b9,Equipo 2,Parque Azul,1,Notte,1,PAGO,DEPARTAMENTO
3765,91,244929,36739.35,Cuenca,Miguel Angel,bdf301a6-9d13-4105-b139-699d5ba0bd01,Equipo 2,Playa Arenas,4,Marinella,2,RESCILIADO,DEPARTAMENTO
3766,89,188469,11308.14,Cuenca,Miguel Angel,7f9cabe1-f705-4dec-86db-69eab45f2ab3,Equipo 2,Parque Azul,0,Isola,1,PAGO,DEPARTAMENTO
3767,73,20201,1010.05,Quito,Maria Jose,d176a43e-6d47-469a-a5f3-3703e0d2b75d,Equipo 2,Parque Azul,4,Spiaggia,2,RESCILIADO,VILLA
3768,160,193463,23215.56,Guayaquil,Carlos,48732c97-8bfa-442f-82cd-06646739126e,Equipo 3,Parque Azul,5,Notte,2,RESCILIADO,VILLA
3769,162,80904,7281.36,Quito,Juan Carlos,38edfd55-00e2-4a33-bee7-07463121166a,Equipo 3,Ciudad Celeste,0,Marinella,1,RESCILIADO,DEPARTAMENTO
3770,46,99502,10945.22,Machala,Maria Carmen,315d9ae2-8215-4eaf-acb3-715bd57ef2ff,Equipo 2,Parque Azul,2,Acqua,3,RESCILIADO,DEPARTAMENTO
3771,128,31239,4685.85,Cuenca,Juan Carlos,8098ee16-16d6-4a1c-8b82-c2b73b2a829b,Equipo 3,Parque Azul,3,Notte,1,RESCILIADO,VILLA
3772,197,246766,22208.94,Machala,Maria Carmen,c7aa9262-d2a6-4277-bab8-29d3305ed820,Equipo 2,Ciudad Celeste,2,Acqua,3,RESCILIADO,VILLA
3773,199,206268,26814.84,Machala,Juan Carlos,faac1fef-0b63-4381-acee-4ebfbbca778d,Equipo 3,Parque Azul,1,Isola,1,PAGO,DEPARTAMENTO
3774,64,106403,11704.33,Santo Domingo,Carlos,622eaccf-8b8d-4203-8933-b5aedc37323c,Equipo 2,Parque Azul,5,Acqua,3,RESCILIADO,VILLA
3775,128,218464,13107.84,Quito,Maria Jose,fca99044-51e6-474f-a6b7-a79eb752dfc9,Equipo 1,Ciudad Celeste,0,Acqua,3,PAGO,VILLA
3776,155,99038,9903.8,Quito,Carlos,66a83c92-ba49-4d5f-a8fe-61aa03fbd2cd,Equipo 2,Parque Azul,1,Isola,2,PAGO,VILLA
3777,72,224116,29135.08,Machala,Juan Carlos,46a7b92d-2b8a-4ed2-968b-fe3abd082257,Equipo 3,Ciudad Celeste,4,Acqua,3,PAGO,VILLA
3778,45,217488,19573.92,Naranjito,Miguel Angel,cb516612-e489-459f-bcbf-654d74d21d02,Equipo 3,Parque Azul,3,Isola,1,PAGO,DEPARTAMENTO
3779,61,195882,23505.84,Quito,Miguel Angel,d8e8926d-0d8d-4fe4-a122-1825b0907d41,Equipo 3,Parque Azul,2,Ventto,3,RESCILIADO,DEPARTAMENTO
3780,152,201475,12088.5,Santo Domingo,Maria Fernanda,1dd730a2-d8b6-4606-83d5-51139dd38ce1,Equipo 1,Parque Azul,1,Spiaggia,1,PAGO,DEPARTAMENTO
3781,153,192235,26912.9,Machala,Maria Jose,d600f809-0887-4f61-a778-0589270f7d0a,Equipo 1,Parque Azul,5,Isola,1,RESCILIADO,VILLA
3782,188,113971,11397.1,Santo Domingo,Juan Carlos,cc1f202f-761e-49c7-8128-f1baf9d93d64,Equipo 3,Ciudad Celeste,2,Notte,1,PAGO,VILLA
3783,77,231578,13894.68,Cuenca,Maria Carmen,07053b06-e1b7-4698-abf7-f61f7ba9a2b0,Equipo 1,Playa Arenas,4,Notte,3,PAGO,VILLA
3784,169,205000,24600,Naranjito,Maria Carmen,82668709-97e9-4f1e-8df9-d3a3d43cad84,Equipo 3,Playa Arenas,0,Marinella,2,PAGO,DEPARTAMENTO
3785,93,107481,15047.34,Guayaquil,Juan Carlos,22ce4a29-9f86-4fd8-be8b-20d27f11aa66,Equipo 1,Playa Arenas,2,Marinella,2,PAGO,VILLA
3786,140,182525,21903,Quito,Maria Jose,d8ec5f1d-4d0c-45a2-8035-4b266d769a0b,Equipo 1,Parque Azul,2,Spiaggia,1,RESCILIADO,DEPARTAMENTO
3787,138,193816,17443.44,Santo Domingo,Maria Fernanda,a678c132-e6ff-4d8b-a93e-427c0d0daafc,Equipo 2,Ciudad Celeste,5,Spiaggia,3,PAGO,DEPARTAMENTO
3788,87,235017,30552.21,Cuenca,Carlos,c9c9bd9c-445a-41f3-96fe-d17a141c5996,Equipo 1,Parque Azul,5,Acqua,1,PAGO,VILLA
3789,195,199846,11990.76,Machala,Maria Carmen,efb85179-685f-4697-b0ee-c202dcb46885,Equipo 3,Playa Arenas,3,Marinella,2,PAGO,DEPARTAMENTO
3790,127,76106,10654.84,Naranjito,Juan Carlos,a34ee28d-403e-46d2-9746-d44bdd0f5697,Equipo 3,Ciudad Celeste,0,Ventto,2,PAGO,VILLA
3791,112,10937,984.33,Machala,Miguel Angel,ca0c9ef3-65e7-4316-8634-e191364f7f2f,Equipo 3,Parque Azul,5,Notte,3,PAGO,VILLA
3792,181,239792,23979.2,Machala,Carlos,74067f59-7ec5-4297-a258-af3917680bb0,Equipo 3,Parque Azul,5,Isola,1,PAGO,VILLA
3793,98,90355,8131.95,Guayaquil,Maria Jose,fe9b701b-4680-49f2-9b63-64d702d48bf3,Equipo 2,Playa Arenas,2,Isola,1,PAGO,VILLA
3794,33,126835,12683.5,Naranjito,Miguel Angel,a7df8c8b-9a74-466c-bd56-b6be08185112,Equipo 1,Parque Azul,2,Notte,1,RESCILIADO,VILLA
3795,68,156726,23508.9,Cuenca,Carlos,d45af881-d412-4d10-a4f9-9efcc50083d0,Equipo 1,Ciudad Celeste,2,Acqua,3,PAGO,DEPARTAMENTO
3796,175,13092,654.6,Guayaquil,Maria Jose,309dc5f7-39da-443a-b334-f904c2befb4c,Equipo 1,Ciudad Celeste,4,Acqua,1,PAGO,DEPARTAMENTO
3797,171,106367,13827.71,Cuenca,Carlos,0de3a09b-fed2-4fe9-b6cd-6bbe4d33e757,Equipo 3,Parque Azul,5,Spiaggia,2,RESCILIADO,VILLA
3798,112,79626,7166.34,Quito,Carlos,6016678e-8162-4a52-a1b0-40cbdbccecfc,Equipo 1,Playa Arenas,3,Marinella,2,PAGO,VILLA
3799,103,30996,4649.4,Guayaquil,Maria Jose,4bc184f3-8349-4012-809e-c1cf0c795af7,Equipo 3,Parque Azul,0,Acqua,3,PAGO,DEPARTAMENTO
3800,134,45553,5921.89,Quito,Maria Fernanda,62ecc01e-55bb-4960-a227-5e24f4f10beb,Equipo 2,Ciudad Celeste,5,Spiaggia,1,RESCILIADO,VILLA
3801,137,37385,4486.2,Santo Domingo,Juan Carlos,f13f6731-c92f-4a20-ace4-c114524597a3,Equipo 3,Ciudad Celeste,4,Isola,3,RESCILIADO,DEPARTAMENTO
3802,76,61518,4921.44,Santo Domingo,Miguel Angel,48a9c0b0-f790-4aca-a088-3942cf824bed,Equipo 1,Playa Arenas,1,Isola,2,PAGO,DEPARTAMENTO
3803,147,212430,14870.1,Guayaquil,Carlos,12a4a051-9c9f-4331-a6f2-9511e88617a5,Equipo 3,Playa Arenas,4,Ventto,1,RESCILIADO,VILLA
3804,97,193709,29056.35,Guayaquil,Maria Fernanda,68ad0c58-9981-45f9-8e4a-d40c2bd2eb2d,Equipo 1,Ciudad Celeste,2,Spiaggia,3,RESCILIADO,VILLA
3805,139,27168,3803.52,Machala,Maria Fernanda,9b54d1f4-b1c8-4cbf-8cb2-6f4adee07b4f,Equipo 1,Parque Azul,0,Acqua,1,RESCILIADO,VILLA
3806,177,247287,27201.57,Machala,Maria Fernanda,0a8301a3-d52b-45cd-88af-301e1a87d2e5,Equipo 3,Ciudad Celeste,0,Marinella,1,PAGO,DEPARTAMENTO
3807,177,176937,24771.18,Cuenca,Juan Carlos,5edd99e5-7134-49a8-b0c8-ba2d0177eb60,Equipo 1,Playa Arenas,5,Acqua,1,RESCILIADO,DEPARTAMENTO
3808,44,41579,5821.06,Guayaquil,Miguel Angel,dfc0387c-99b3-42bf-aeac-ab200e1c066b,Equipo 1,Playa Arenas,0,Marinella,3,PAGO,VILLA
3809,44,154036,20024.68,Naranjito,Carlos,dfda259e-0d0a-4499-bb0d-056af9b3f0d0,Equipo 1,Playa Arenas,1,Acqua,2,PAGO,VILLA
3810,84,56987,6268.57,Guayaquil,Miguel Angel,a33a3119-cf0b-4dce-8728-2d8cd5287969,Equipo 3,Playa Arenas,3,Marinella,3,PAGO,DEPARTAMENTO
3811,178,43747,2624.82,Quito,Juan Carlos,e55ad3a0-2a41-4037-be6a-ed66cc56a418,Equipo 2,Playa Arenas,4,Ventto,1,PAGO,DEPARTAMENTO
3812,43,181442,16329.78,Guayaquil,Maria Carmen,878d2240-d767-40e6-b72d-9ff3b83ef4f7,Equipo 1,Ciudad Celeste,5,Ventto,3,PAGO,VILLA
3813,123,189937,20893.07,Cuenca,Maria Jose,21825f93-2f97-4812-ac9d-ed46d3de75ca,Equipo 1,Ciudad Celeste,2,Notte,1,PAGO,VILLA
3814,92,55207,7176.91,Santo Domingo,Miguel Angel,6bd3af69-57dd-4b48-bb1a-5b9fa343ff38,Equipo 2,Parque Azul,3,Ventto,1,PAGO,VILLA
3815,171,209751,23072.61,Guayaquil,Miguel Angel,96372f51-eadf-48ca-99d1-46a090d3a7ee,Equipo 2,Ciudad Celeste,4,Spiaggia,3,RESCILIADO,VILLA
3816,32,67094,9393.16,Guayaquil,Miguel Angel,00235e88-85fe-4121-a232-e24566d0f52e,Equipo 3,Parque Azul,2,Isola,1,PAGO,DEPARTAMENTO
3817,173,237600,35640,Naranjito,Maria Jose,a7df8c8b-9a74-466c-bd56-b6be08185112,Equipo 3,Parque Azul,4,Isola,3,RESCILIADO,DEPARTAMENTO
3818,90,95479,10502.69,Santo Domingo,Miguel Angel,27bef536-ed1c-47cd-a1ff-9d5a1aab7043,Equipo 3,Playa Arenas,1,Marinella,1,PAGO,DEPARTAMENTO
3819,193,180277,19830.47,Machala,Maria Carmen,cf10f74d-b1b6-44a1-a66c-f687cc381cef,Equipo 2,Ciudad Celeste,2,Ventto,3,RESCILIADO,VILLA
3820,154,154379,12350.32,Santo Domingo,Juan Carlos,07bbbb2c-f6f8-4f25-abd8-c56cd9e26eab,Equipo 1,Parque Azul,5,Notte,2,PAGO,VILLA
3821,63,185579,24125.27,Cuenca,Carlos,cdbb9dd5-6aed-4f4c-8573-bdf20f72b493,Equipo 1,Parque Azul,4,Notte,2,RESCILIADO,DEPARTAMENTO
3822,130,114954,17243.1,Guayaquil,Carlos,e9c67bd3-a999-49db-af91-cf940ee2d9e1,Equipo 1,Playa Arenas,4,Marinella,2,RESCILIADO,VILLA
3823,112,24991,2499.1,Naranjito,Juan Carlos,82195033-8555-4c75-b338-9770e22051bc,Equipo 1,Playa Arenas,2,Spiaggia,1,PAGO,DEPARTAMENTO
3824,43,223571,24592.81,Machala,Maria Jose,948dedf5-b5f9-4fce-84bc-5fe970bc6f21,Equipo 1,Playa Arenas,5,Ventto,1,PAGO,DEPARTAMENTO
3825,156,36597,5123.58,Santo Domingo,Carlos,f620381e-c458-4a97-97b2-9a5dc236dbcd,Equipo 3,Playa Arenas,1,Marinella,1,RESCILIADO,VILLA
3826,149,186293,18629.3,Guayaquil,Maria Jose,a5b79eeb-495f-4bd9-9d94-b889e1c6096d,Equipo 1,Playa Arenas,0,Spiaggia,2,PAGO,VILLA
3827,161,223804,29094.52,Guayaquil,Maria Jose,92e64532-e46d-48d3-bc1d-9c80bac1c98a,Equipo 2,Ciudad Celeste,2,Acqua,3,PAGO,DEPARTAMENTO
3828,105,88632,7976.88,Naranjito,Maria Fernanda,37756a7e-cf7c-4859-a9a3-7469598eb603,Equipo 1,Parque Azul,0,Marinella,2,PAGO,DEPARTAMENTO
3829,101,237141,26085.51,Naranjito,Juan Carlos,330f82dc-177e-49c6-b520-34803a8c73f1,Equipo 3,Ciudad Celeste,2,Spiaggia,1,RESCILIADO,VILLA
3830,93,30254,1815.24,Quito,Maria Jose,bf5b31c0-9683-4e89-96d5-6bae4829a2ee,Equipo 1,Playa Arenas,5,Spiaggia,2,PAGO,VILLA
3831,145,30222,3022.2,Naranjito,Maria Carmen,9d224b3b-6edf-4f24-ba6e-a1c15723c812,Equipo 1,Playa Arenas,1,Ventto,1,PAGO,DEPARTAMENTO
3832,77,67767,7454.37,Naranjito,Miguel Angel,de49a09c-6c39-47fe-8cf3-f3988274630b,Equipo 2,Ciudad Celeste,5,Ventto,2,RESCILIADO,VILLA
3833,187,143297,12896.73,Quito,Maria Jose,1292ebe4-4e95-4b40-88c8-951e49accd74,Equipo 1,Ciudad Celeste,2,Acqua,3,PAGO,VILLA
3834,185,46235,5548.2,Naranjito,Carlos,023d12db-f43f-48e2-9c9f-0a244861a8c1,Equipo 1,Ciudad Celeste,0,Acqua,3,PAGO,DEPARTAMENTO
3835,160,30035,2703.15,Cuenca,Maria Carmen,2cd07273-ec08-4691-aa75-4814390f62e2,Equipo 1,Parque Azul,1,Acqua,1,PAGO,VILLA
3836,39,132927,14621.97,Cuenca,Carlos,c3faf396-7bf7-4e3f-96cc-b4015b093205,Equipo 2,Ciudad Celeste,5,Ventto,1,RESCILIADO,VILLA
3837,165,241649,28997.88,Guayaquil,Maria Jose,c49ad3c4-d4f1-4f65-86d8-44c3a1019fee,Equipo 2,Playa Arenas,0,Ventto,3,RESCILIADO,VILLA
3838,119,186798,13075.86,Cuenca,Maria Jose,107a4efb-0dcb-4dd7-b536-e534b7827014,Equipo 2,Parque Azul,5,Spiaggia,2,RESCILIADO,DEPARTAMENTO
3839,58,203964,24475.68,Santo Domingo,Maria Carmen,b5eb6828-8009-4816-8e69-bfc96593593a,Equipo 3,Ciudad Celeste,4,Spiaggia,2,RESCILIADO,DEPARTAMENTO
3840,151,62276,4982.08,Cuenca,Carlos,ff0a06d3-3cd6-40e4-ac56-1d6be4fe30bc,Equipo 1,Parque Azul,4,Spiaggia,2,PAGO,DEPARTAMENTO
3841,167,117053,9364.24,Santo Domingo,Maria Carmen,09c752fb-42c5-42c3-9def-e73a2295c4e1,Equipo 2,Parque Azul,1,Isola,1,PAGO,DEPARTAMENTO
3842,123,121989,17078.46,Santo Domingo,Miguel Angel,96234e43-af4f-4189-8cc3-b908b88faf05,Equipo 3,Playa Arenas,4,Marinella,1,PAGO,VILLA
